VUTTI INNERWEARS-(25-26),,,,,,
"39/317-3, Y JUNCTION, KADAPA",,,,,,
Stock Summary,,,,,,
1-Apr-25 to 22-Feb-26,,,,,,
,1-VUTTI INNERWEARS - (25-26),,,,,
Particulars,1-Apr-25 to 22-Feb-26,,,,,
,Closing Balance,,,,,
,HSN,GSTRate,MRP,Value,,Value
210,1722-HROSE-32B (8901326222157),,0,579.00,1164.99,579.00
211,1722-HROSE-32C (8901326222164),,0,579.00,1164.99,579.00
212,1722-HROSE-34B (8901326222171),,0,579.00,,579.00
213,1722-HROSE-34C (8901326222188),,0,579.00,1164.99,579.00
214,1722-HROSE-38B (8901326222218),,0,579.00,388.33,579.00
215,1722-MOCHA-32B (8901326364000),,0,579.00,388.33,579.00
216,1722-MOCHA-32C (8901326364017),62121000,5,579.00,776.66,579.00
217,1722-MOCHA-34B (8901326364024),,0,579.00,776.66,579.00
218,1722-MOCHA-34C (8901326364031),0105,5,579.00,388.32,579.00
219,1722-MOCHA-36C (8901326364055),,0,579.00,1164.99,579.00
220,1722-MOCHA-38B (8901326364062),,0,579.00,1164.99,579.00
221,1722-MOCHA-38C (8901326364079),0105,5,579.00,1553.28,579.00
222,1722-POPUR-34 (8901326464557),,0,579.00,388.33,579.00
223,1722-PRUNE-32B (8901326272398),,0,579.00,776.66,579.00
224,1722-PRUNE-32C (8901326272404),,0,579.00,388.33,579.00
225,1722-PRUNE-34B (8901326272411),,0,579.00,388.33,579.00
226,1722-RUBY-32B (8901326117804),,0,579.00,388.33,579.00
227,1722-RUBY-32C (8901326117811),,0,579.00,776.64,579.00
228,1722-RUBY-34B (8901326117828),,0,579.00,776.65,579.00
229,1722-RUBY-34C (8901326117835),0105,5,579.00,776.64,579.00
230,1722-RUBY-36C (8901326117859),,0,579.00,1164.96,579.00
231,1722-RUBY-38B (8901326117866),,0,579.00,388.33,579.00
232,1722-RUBY-38C (8901326117873),0105,5,579.00,776.64,579.00
233,1722-STGML-32C (8901326314180),,0,579.00,388.33,579.00
234,1722-STGML-34B (8901326314197),,0,579.00,388.33,579.00
235,1722-STGML-36C (8901326314227),0105,5,579.00,1164.96,579.00
236,1722-WHITE-32B (8901326068465),,0,579.00,388.32,579.00
237,1722-WHITE-32C (8901326068472),62121000,5,579.00,388.32,579.00
238,1722-WHITE-34-B (8901326068489),,0,579.00,388.32,579.00
239,1722-WHITE-34-C (8901326068496),,0,579.00,388.32,579.00
240,1722-WHITE-36B (8901326068502),,0,579.00,1164.96,579.00
241,1722-WHITE-36C (8901326068519),0105,5,579.00,1553.28,579.00
242,1722-WHITE-38B (8901326068526),,0,579.00,388.33,579.00
243,1722-WHITE-38C (8901326068533),,0,579.00,388.33,579.00
244,1722-WSKIN-34-B (8901326314289),,0,579.00,776.66,579.00
245,1722-WSKIN-34C (8901326314296),0105,5,579.00,1164.99,579.00
246,1722-WSKIN-36C (8901326314319),,0,579.00,1164.96,579.00
247,1722-WSKIN-38B (8901326314326),,0,579.00,1941.65,579.00
248,1722-WSKIN-38C (8901326314333),,0,599.00,1189.13,599.00
249,1723-BLACK-32B (8901326068786),,0,799.00,535.88,799.00
250,1723-BLACK-32C (8901326068793),,0,799.00,2143.52,799.00
251,1723-BLACK-34B (8901326068809),,5,799.00,1071.76,799.00
252,1723-BLACK-36B (8901326068823),,5,799.00,1071.76,799.00
253,1723-BLACK-38B (8901326068847),,0,799.00,1607.64,799.00
254,1723-BLACK-38C (8901326068854),,5,799.00,,799.00
255,1723-BTRED-32B (8901326197981),,5,799.00,1071.76,799.00
256,1723-BTRED-32C (8901326197998),,0,799.00,2143.52,799.00
257,1723-BTRED-34B (8901326198001),,5,799.00,535.88,799.00
258,1723-BTRED-34C (8901326198018),,5,799.00,1607.64,799.00
259,1723-BTRED-36B (8901326198025),,0,799.00,1607.64,799.00
260,1723-BTRED-36C (8901326198032),,0,799.00,1071.76,799.00
261,1723-BTRED-38B (8901326198049),,0,799.00,535.88,799.00
262,1723-CALTP-32B (8901326314432),,5,799.00,535.88,799.00
263,1723-CALTP-32C (8901326314449),,0,799.00,1071.76,799.00
264,1723-CALTP-34B (8901326314456),,5,799.00,1071.76,799.00
265,1723-CALTP-34C (8901326314463),,0,799.00,1607.64,799.00
266,1723-CALTP-36B (8901326314470),,5,799.00,1607.64,799.00
267,1723-CALTP-36C (8901326314487),,0,799.00,1071.76,799.00
268,1723-CALTP-38B (8901326314494),,5,799.00,535.88,799.00
269,1723-CNAVY-32B (8901326314517),,0,799.00,535.88,799.00
270,1723-CNAVY-32C (8901326314524),,0,799.00,1607.64,799.00
271,1723-CNAVY-34B (8901326314531),,0,799.00,1071.76,799.00
272,1723-CNAVY-34C (8901326314548),,0,799.00,535.88,799.00
273,1723-CNAVY-36B (8901326314555),,0,799.00,1607.64,799.00
274,1723-CNAVY-36C (8901326314562),,0,799.00,2143.52,799.00
275,1723-CNAVY-38B (8901326314579),,5,799.00,,799.00
276,1723-HROSE-34B (8901326222348),,0,799.00,1607.64,799.00
277,1723-HROSE-34C (8901326222355),,0,799.00,535.88,799.00
278,1723-HROSE-36B (8901326222362),,0,799.00,,799.00
279,1723-HROSE-36C (8901326222379),,0,799.00,1071.76,799.00
280,1723-MOCHA-32B (8901326350720),,0,799.00,535.88,799.00
281,1723-MOCHA-32C (8901326350737),,0,799.00,535.88,799.00
282,1723-MOCHA-34B (8901326350744),,0,799.00,1071.76,799.00
283,1723-MOCHA-34C (8901326350751),,0,799.00,535.88,799.00
284,1723-MOCHA-36B (8901326350768),,5,799.00,535.88,799.00
285,1723-MOCHA-36C (8901326350775),,0,799.00,535.88,799.00
286,1723-MOCHA-38B (8901326350782),,5,799.00,1071.76,799.00
287,1723-PRUNE-32B (8901326272480),,0,799.00,535.88,799.00
288,1723-PRUNE-32C (8901326272497),,0,799.00,535.88,799.00
289,1723-PRUNE-34B (8901326272503),,0,799.00,1071.76,799.00
290,1723-PRUNE-34C (8901326272510),,0,799.00,535.88,799.00
291,1723-PRUNE-36B (8901326272527),,5,799.00,535.88,799.00
292,1723-PRUNE-36C (8901326272534),,0,799.00,535.88,799.00
293,1723-PRUNE-38B (8901326272541),,5,799.00,535.88,799.00
294,1723-RUBY-32B (8901326118160),,5,799.00,1071.76,799.00
295,1723-RUBY-32C (8901326118177),,0,799.00,2143.52,799.00
296,1723-RUBY-34B (8901326118184),,0,799.00,2143.52,799.00
297,1723-RUBY-34C (8901326118191),,0,799.00,1071.76,799.00
298,1723-SANGR-32B (8901326314593),,5,799.00,,799.00
299,1723-SANGR-34B (8901326314616),,5,799.00,,799.00
300,1723-SANGR-36B (8901326314630),,5,799.00,,799.00
301,1723-STGML-32B (8901326314678),,5,799.00,1607.64,799.00
302,1723-STGML-32C (8901326314685),,0,799.00,535.88,799.00
303,1723-STGML-34B (8901326314692),,0,799.00,1071.76,799.00
304,1723-STGML-36B (8901326314715),,0,799.00,535.88,799.00
305,1723-WHITE-34B (8901326068960),,5,799.00,535.88,799.00
306,1723-WHITE-34C (8901326068977),,0,799.00,1607.64,799.00
307,1723-WHITE-36B (8901326068984),,0,799.00,1071.76,799.00
308,1723-WHITE-38B (8901326069004),,0,799.00,1607.64,799.00
309,1723-WSKIN-32B (8901326314753),,0,799.00,2143.52,799.00
310,1723-WSKIN-32C (8901326314760),,0,799.00,2679.40,799.00
311,1723-WSKIN-34B (8901326314777),,0,799.00,,799.00
312,1723-WSKIN-34C (8901326314784),,0,799.00,1607.64,799.00
313,1723-WSKIN-38B (8901326314814),,5,799.00,535.88,799.00
314,20002-DEEP-WATER-L (8905813503842),,0,479.00,,479.00
315,20002-DEEP-WATER-M (8905813503835),,0,479.00,,479.00
316,20002-PORT-WINE-M (8905813503873),,0,479.00,,479.00
